Foldername,BERTScore Precision,BERTScore Recall,BERTScore F1
replication/llama_70b,0.88,0.82,0.85
replication/llama_70b,0.84,0.86,0.85
replication/llama_70b,0.86,0.88,0.87
replication/llama_70b,0.81,0.88,0.85
replication/llama_70b,0.84,0.85,0.85
replication/llama_70b,0.84,0.93,0.89
replication/llama_70b,0.74,0.77,0.76
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.82,0.88,0.85
replication/llama_70b,0.82,0.88,0.85
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.84,0.95,0.89
replication/llama_70b,0.88,0.88,0.88
replication/llama_70b,0.84,0.84,0.84
replication/llama_70b,0.83,0.84,0.84
replication/llama_70b,0.8,0.85,0.82
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.8,0.85,0.82
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.8,0.84,0.82
replication/llama_70b,0.86,0.89,0.87
replication/llama_70b,0.86,0.85,0.86
replication/llama_70b,0.83,0.84,0.84
replication/llama_70b,0.86,0.85,0.85
replication/llama_70b,0.86,0.87,0.87
replication/llama_70b,0.73,0.85,0.79
replication/llama_70b,0.79,0.86,0.82
replication/llama_70b,0.81,0.84,0.82
replication/llama_70b,0.81,0.87,0.84
replication/llama_70b,0.82,0.87,0.85
replication/llama_70b,0.86,0.87,0.86
replication/llama_70b,0.89,0.89,0.89
replication/llama_70b,0.81,0.8,0.8
replication/llama_70b,0.81,0.82,0.81
replication/llama_70b,0.86,0.89,0.87
replication/llama_70b,0.79,0.86,0.83
replication/llama_70b,0.83,0.89,0.86
replication/llama_70b,0.9,0.88,0.89
replication/llama_70b,0.87,0.86,0.87
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.91,0.94,0.92
replication/llama_70b,0.83,0.84,0.84
replication/llama_70b,0.87,0.87,0.87
replication/llama_70b,0.89,0.93,0.91
replication/llama_70b,0.86,0.89,0.87
replication/llama_70b,0.89,0.89,0.89
replication/llama_70b,0.88,0.87,0.88
replication/llama_70b,0.87,0.91,0.89
replication/llama_70b,0.85,0.89,0.87
replication/llama_70b,0.84,0.87,0.86
replication/llama_70b,0.78,0.86,0.82
replication/llama_70b,0.83,0.9,0.86
replication/llama_70b,0.89,0.89,0.89
replication/llama_70b,0.8,0.89,0.84
replication/llama_70b,0.82,0.82,0.82
replication/llama_70b,0.87,0.86,0.87
replication/llama_70b,0.82,0.89,0.85
replication/llama_70b,0.82,0.83,0.83
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.89,0.9,0.89
replication/llama_70b,0.84,0.84,0.84
replication/llama_70b,0.76,0.81,0.78
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.81,0.84,0.82
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.87,0.9,0.89
replication/llama_70b,0.89,0.9,0.9
replication/llama_70b,0.77,0.86,0.81
replication/llama_70b,0.8,0.78,0.79
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.86,0.86,0.86
replication/llama_70b,0.89,0.93,0.91
replication/llama_70b,0.86,0.88,0.87
replication/llama_70b,0.85,0.86,0.86
replication/llama_70b,0.8,0.85,0.83
replication/llama_70b,0.87,0.88,0.88
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.81,0.85,0.83
replication/llama_70b,0.78,0.79,0.79
replication/llama_70b,0.79,0.85,0.82
replication/llama_70b,0.8,0.87,0.84
replication/llama_70b,0.81,0.89,0.85
replication/llama_70b,0.82,0.9,0.86
replication/llama_70b,0.84,0.86,0.85
replication/llama_70b,0.8,0.87,0.83
replication/llama_70b,0.8,0.84,0.82
replication/llama_70b,0.86,0.89,0.88
replication/llama_70b,0.76,0.81,0.79
replication/llama_70b,0.81,0.85,0.83
replication/llama_70b,0.87,0.9,0.88
replication/llama_70b,0.79,0.86,0.82
replication/llama_70b,0.83,0.86,0.85
replication/llama_70b,0.81,0.83,0.82
replication/llama_70b,0.8,0.85,0.82
replication/llama_70b,0.84,0.87,0.86
replication/llama_70b,0.83,0.81,0.82
replication/llama_70b,0.84,0.91,0.87
replication/llama_70b,0.87,0.89,0.88
replication/llama_70b,0.88,0.89,0.89
replication/llama_70b,0.84,0.92,0.87
replication/llama_70b,0.91,0.9,0.91
replication/llama_70b,0.86,0.84,0.85
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.84,0.86,0.85
replication/llama_70b,0.85,0.86,0.86
replication/llama_70b,0.85,0.94,0.89
replication/llama_70b,0.8,0.84,0.82
replication/llama_70b,0.81,0.84,0.82
replication/llama_70b,0.83,0.88,0.86
replication/llama_70b,0.83,0.88,0.85
replication/llama_70b,0.9,0.9,0.9
replication/llama_70b,0.78,0.86,0.82
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.88,0.89,0.88
replication/llama_70b,0.85,0.89,0.87
replication/llama_70b,0.85,0.89,0.87
replication/llama_70b,0.94,0.95,0.95
replication/llama_70b,0.87,0.91,0.89
replication/llama_70b,0.85,0.84,0.84
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.81,0.85,0.83
replication/llama_70b,0.87,0.86,0.86
replication/llama_70b,0.81,0.89,0.85
replication/llama_70b,0.82,0.83,0.82
replication/llama_70b,0.79,0.92,0.85
replication/llama_70b,0.79,0.82,0.8
replication/llama_70b,0.85,0.9,0.88
replication/llama_70b,0.89,0.89,0.89
replication/llama_70b,0.84,0.87,0.85
replication/llama_70b,0.93,0.9,0.92
replication/llama_70b,0.79,0.86,0.82
replication/llama_70b,0.8,0.87,0.84
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.87,0.88,0.87
replication/llama_70b,0.95,0.91,0.93
replication/llama_70b,0.87,0.87,0.87
replication/llama_70b,0.84,0.84,0.84
replication/llama_70b,0.91,0.94,0.93
replication/llama_70b,0.88,0.86,0.87
replication/llama_70b,0.84,0.87,0.85
replication/llama_70b,0.87,0.9,0.89
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.83,0.89,0.86
replication/llama_70b,0.87,0.87,0.87
replication/llama_70b,0.84,0.84,0.84
replication/llama_70b,0.82,0.81,0.82
replication/llama_70b,0.81,0.82,0.82
replication/llama_70b,0.85,0.86,0.85
replication/llama_70b,0.92,0.9,0.91
replication/llama_70b,0.83,0.86,0.85
replication/llama_70b,0.85,0.88,0.87
replication/llama_70b,0.78,0.86,0.82
replication/llama_70b,0.78,0.8,0.79
replication/llama_70b,0.87,0.84,0.85
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.79,0.91,0.85
replication/llama_70b,0.81,0.81,0.81
replication/llama_70b,0.85,0.84,0.85
replication/llama_70b,0.89,0.93,0.91
replication/llama_70b,0.85,0.92,0.89
replication/llama_70b,0.77,0.82,0.8
replication/llama_70b,0.84,0.89,0.87
replication/llama_70b,0.8,0.82,0.81
replication/llama_70b,0.86,0.86,0.86
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.8,0.79,0.8
replication/llama_70b,0.77,0.84,0.8
replication/llama_70b,0.85,0.88,0.86
replication/llama_70b,0.75,0.84,0.79
replication/llama_70b,0.84,0.82,0.83
replication/llama_70b,0.84,0.85,0.84
replication/llama_70b,0.83,0.86,0.84
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.85,0.88,0.86
replication/llama_70b,0.85,0.95,0.9
replication/llama_70b,0.78,0.84,0.81
replication/llama_70b,0.87,0.94,0.9
replication/llama_70b,0.79,0.85,0.82
replication/llama_70b,0.88,0.92,0.9
replication/llama_70b,0.73,0.84,0.78
replication/llama_70b,0.84,0.85,0.84
replication/llama_70b,0.79,0.88,0.83
replication/llama_70b,0.83,0.87,0.85
replication/llama_70b,0.78,0.79,0.79
replication/llama_70b,0.81,0.83,0.82
replication/llama_70b,0.77,0.84,0.8
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.89,0.91,0.9
replication/llama_70b,0.86,0.92,0.89
replication/llama_70b,0.86,0.88,0.87
replication/llama_70b,0.86,0.88,0.87
replication/llama_70b,0.84,0.85,0.84
replication/llama_70b,0.78,0.93,0.85
replication/llama_70b,0.86,0.93,0.9
replication/llama_70b,0.83,0.91,0.87
replication/llama_70b,0.79,0.86,0.83
replication/llama_70b,0.85,0.89,0.87
replication/llama_70b,0.79,0.87,0.83
replication/llama_70b,0.79,0.8,0.8
replication/llama_70b,0.83,0.86,0.84
replication/llama_70b,0.82,0.85,0.83
replication/llama_70b,0.82,0.87,0.84
replication/llama_70b,0.91,0.93,0.92
replication/llama_70b,0.78,0.86,0.82
replication/llama_70b,0.89,0.88,0.88
replication/llama_70b,0.86,0.86,0.86
replication/llama_70b,0.77,0.81,0.79
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.85,0.82,0.83
replication/llama_70b,0.8,0.92,0.86
replication/llama_70b,0.78,0.87,0.82
replication/llama_70b,0.82,0.86,0.84
replication/llama_70b,0.84,0.86,0.85
replication/llama_70b,0.9,0.95,0.92
replication/llama_70b,0.8,0.84,0.82
replication/llama_70b,0.84,0.81,0.82
replication/llama_70b,0.81,0.8,0.81
replication/llama_70b,0.83,0.86,0.84
replication/llama_70b,0.81,0.88,0.84
replication/llama_70b,0.78,0.9,0.83
replication/llama_70b,0.85,0.92,0.88
replication/llama_70b,0.89,0.9,0.89
replication/llama_70b,0.81,0.82,0.82
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.89,0.93,0.91
replication/llama_70b,0.82,0.87,0.84
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.8,0.8,0.8
replication/llama_70b,0.83,0.89,0.86
replication/llama_70b,0.81,0.84,0.82
replication/llama_70b,0.81,0.85,0.83
replication/llama_70b,0.79,0.82,0.81
replication/llama_70b,0.83,0.84,0.83
replication/llama_70b,0.74,0.82,0.78
replication/llama_70b,0.83,0.83,0.83
replication/llama_70b,0.92,0.89,0.91
replication/llama_70b,0.83,0.89,0.86
replication/llama_70b,0.84,0.83,0.83
replication/llama_70b,0.88,0.89,0.88
replication/llama_70b,0.82,0.83,0.82
replication/llama_70b,0.78,0.85,0.82
replication/llama_70b,0.83,0.86,0.84
replication/llama_70b,0.8,0.82,0.81
replication/llama_70b,0.84,0.85,0.85
replication/llama_70b,0.89,0.88,0.88
replication/llama_70b,0.8,0.81,0.81
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.85,0.82,0.84
replication/llama_70b,0.86,0.9,0.88
replication/llama_70b,0.75,0.85,0.79
replication/llama_70b,0.8,0.86,0.83
replication/llama_70b,0.79,0.83,0.81
replication/llama_70b,0.82,0.87,0.84
replication/llama_70b,0.81,0.85,0.82
replication/llama_70b,0.86,0.85,0.86
replication/llama_70b,0.88,0.93,0.91
replication/llama_70b,0.83,0.86,0.84
replication/llama_70b,0.88,0.89,0.89
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.86,0.84,0.85
replication/llama_70b,0.84,0.9,0.87
replication/llama_70b,0.8,0.84,0.82
replication/llama_70b,0.79,0.9,0.84
replication/llama_70b,0.81,0.92,0.86
replication/llama_70b,0.82,0.87,0.84
replication/llama_70b,0.85,0.92,0.88
replication/llama_70b,0.84,0.89,0.86
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.8,0.84,0.82
replication/llama_70b,0.86,0.89,0.88
replication/llama_70b,0.81,0.83,0.82
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.81,0.86,0.84
replication/llama_70b,0.92,0.87,0.9
replication/llama_70b,0.86,0.89,0.87
replication/llama_70b,0.88,0.88,0.88
replication/llama_70b,0.84,0.89,0.87
replication/llama_70b,0.86,0.87,0.86
replication/llama_70b,0.8,0.84,0.82
replication/llama_70b,0.79,0.81,0.8
replication/llama_70b,0.87,0.89,0.88
replication/llama_70b,0.84,0.85,0.85
replication/llama_70b,0.8,0.85,0.82
replication/llama_70b,0.82,0.86,0.84
replication/llama_70b,0.79,0.91,0.85
replication/llama_70b,0.87,0.91,0.89
replication/llama_70b,0.87,0.86,0.86
replication/llama_70b,0.87,0.84,0.85
replication/llama_70b,0.89,0.91,0.9
replication/llama_70b,0.8,0.87,0.83
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.84,0.86,0.85
replication/llama_70b,0.87,0.9,0.88
replication/llama_70b,0.83,0.88,0.85
replication/llama_70b,0.82,0.85,0.84
replication/llama_70b,0.88,0.85,0.87
replication/llama_70b,0.87,0.87,0.87
replication/llama_70b,0.86,0.85,0.85
replication/llama_70b,0.85,0.9,0.88
replication/llama_70b,0.88,0.86,0.87
replication/llama_70b,0.8,0.82,0.81
replication/llama_70b,0.86,0.85,0.85
replication/llama_70b,0.84,0.85,0.85
replication/llama_70b,0.84,0.9,0.87
replication/llama_70b,0.85,0.86,0.85
replication/llama_70b,0.85,0.88,0.86
replication/llama_70b,0.87,0.89,0.88
replication/llama_70b,0.91,0.91,0.91
replication/llama_70b,0.83,0.82,0.82
replication/llama_70b,0.79,0.84,0.82
replication/llama_70b,0.79,0.84,0.81
replication/llama_70b,0.94,0.93,0.93
replication/llama_70b,0.93,0.93,0.93
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.81,0.86,0.84
replication/llama_70b,0.81,0.86,0.83
replication/llama_70b,0.87,0.89,0.88
replication/llama_70b,0.86,0.88,0.87
replication/llama_70b,0.82,0.92,0.87
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.84,0.85,0.84
replication/llama_70b,0.86,0.84,0.85
replication/llama_70b,0.79,0.84,0.81
replication/llama_70b,0.86,0.86,0.86
replication/llama_70b,0.82,0.88,0.85
replication/llama_70b,0.82,0.9,0.86
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.81,0.84,0.83
replication/llama_70b,0.85,0.9,0.87
replication/llama_70b,0.74,0.87,0.8
replication/llama_70b,0.78,0.87,0.82
replication/llama_70b,0.83,0.84,0.83
replication/llama_70b,0.84,0.91,0.87
replication/llama_70b,0.82,0.85,0.84
replication/llama_70b,0.83,0.86,0.84
replication/llama_70b,0.89,0.88,0.88
replication/llama_70b,0.85,0.89,0.87
replication/llama_70b,0.85,0.86,0.85
replication/llama_70b,0.86,0.9,0.88
replication/llama_70b,0.85,0.91,0.88
replication/llama_70b,0.83,0.86,0.85
replication/llama_70b,0.8,0.77,0.78
replication/llama_70b,0.8,0.83,0.81
replication/llama_70b,0.79,0.85,0.82
replication/llama_70b,0.87,0.89,0.88
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.82,0.85,0.84
replication/llama_70b,0.9,0.92,0.91
replication/llama_70b,0.79,0.84,0.81
replication/llama_70b,0.85,0.91,0.88
replication/llama_70b,0.8,0.86,0.83
replication/llama_70b,0.88,0.86,0.87
replication/llama_70b,0.85,0.83,0.84
replication/llama_70b,0.88,0.86,0.87
replication/llama_70b,0.84,0.82,0.83
replication/llama_70b,0.79,0.8,0.8
replication/llama_70b,0.84,0.89,0.87
replication/llama_70b,0.8,0.81,0.8
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.89,0.89,0.89
replication/llama_70b,0.79,0.85,0.82
replication/llama_70b,0.81,0.86,0.84
replication/llama_70b,0.84,0.87,0.85
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.83,0.83,0.83
replication/llama_70b,0.81,0.89,0.85
replication/llama_70b,0.93,0.86,0.89
replication/llama_70b,0.84,0.87,0.85
replication/llama_70b,0.88,0.91,0.89
replication/llama_70b,0.78,0.83,0.81
replication/llama_70b,0.93,0.94,0.94
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.81,0.87,0.84
replication/llama_70b,0.83,0.88,0.86
replication/llama_70b,0.82,0.82,0.82
replication/llama_70b,0.83,0.84,0.83
replication/llama_70b,0.86,0.87,0.86
replication/llama_70b,0.81,0.87,0.84
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.78,0.87,0.82
replication/llama_70b,0.88,0.82,0.85
replication/llama_70b,0.9,0.91,0.91
replication/llama_70b,0.85,0.9,0.87
replication/llama_70b,0.78,0.84,0.81
replication/llama_70b,0.8,0.84,0.82
replication/llama_70b,0.81,0.89,0.85
replication/llama_70b,0.78,0.83,0.8
replication/llama_70b,0.79,0.84,0.82
replication/llama_70b,0.79,0.8,0.79
replication/llama_70b,0.82,0.9,0.86
replication/llama_70b,0.88,0.9,0.89
replication/llama_70b,0.86,0.86,0.86
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.86,0.9,0.88
replication/llama_70b,0.81,0.85,0.83
replication/llama_70b,0.84,0.89,0.87
replication/llama_70b,0.83,0.9,0.87
replication/llama_70b,0.86,0.85,0.86
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.83,0.92,0.87
replication/llama_70b,0.83,0.9,0.86
replication/llama_70b,0.83,0.91,0.87
replication/llama_70b,0.82,0.86,0.84
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.89,0.87,0.88
replication/llama_70b,0.81,0.83,0.82
replication/llama_70b,0.86,0.88,0.87
replication/llama_70b,0.81,0.8,0.8
replication/llama_70b,0.75,0.81,0.78
replication/llama_70b,0.81,0.84,0.82
replication/llama_70b,0.84,0.81,0.83
replication/llama_70b,0.87,0.91,0.89
replication/llama_70b,0.86,0.91,0.88
replication/llama_70b,0.81,0.85,0.83
replication/llama_70b,0.78,0.84,0.81
replication/llama_70b,0.77,0.84,0.81
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.79,0.78,0.79
replication/llama_70b,0.82,0.88,0.84
replication/llama_70b,0.89,0.88,0.88
replication/llama_70b,0.83,0.86,0.84
replication/llama_70b,0.77,0.85,0.81
replication/llama_70b,0.85,0.88,0.86
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.88,0.87,0.87
replication/llama_70b,0.82,0.89,0.85
replication/llama_70b,0.81,0.82,0.81
replication/llama_70b,0.9,0.91,0.9
replication/llama_70b,0.85,0.86,0.86
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.86,0.83,0.84
replication/llama_70b,0.86,0.84,0.85
replication/llama_70b,0.86,0.87,0.86
replication/llama_70b,0.81,0.87,0.84
replication/llama_70b,0.82,0.87,0.84
replication/llama_70b,0.77,0.84,0.81
replication/llama_70b,0.86,0.89,0.87
replication/llama_70b,0.83,0.89,0.86
replication/llama_70b,0.87,0.87,0.87
replication/llama_70b,0.85,0.86,0.85
replication/llama_70b,0.85,0.84,0.84
replication/llama_70b,0.84,0.89,0.87
replication/llama_70b,0.85,0.86,0.86
replication/llama_70b,0.79,0.83,0.81
replication/llama_70b,0.78,0.87,0.82
replication/llama_70b,0.85,0.86,0.85
replication/llama_70b,0.82,0.87,0.84
replication/llama_70b,0.82,0.88,0.85
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.79,0.84,0.82
replication/llama_70b,0.88,0.84,0.86
replication/llama_70b,0.84,0.86,0.85
replication/llama_70b,0.94,0.95,0.95
replication/llama_70b,0.92,0.92,0.92
replication/llama_70b,0.81,0.88,0.84
replication/llama_70b,0.88,0.88,0.88
replication/llama_70b,0.82,0.85,0.83
replication/llama_70b,0.86,0.87,0.86
replication/llama_70b,0.77,0.8,0.79
replication/llama_70b,0.86,0.95,0.9
replication/llama_70b,0.79,0.81,0.8
replication/llama_70b,0.81,0.84,0.83
replication/llama_70b,0.82,0.85,0.84
replication/llama_70b,0.85,0.88,0.86
replication/llama_70b,0.81,0.85,0.83
replication/llama_70b,0.78,0.86,0.82
replication/llama_70b,0.83,0.9,0.86
replication/llama_70b,0.89,0.91,0.9
replication/llama_70b,0.82,0.87,0.85
replication/llama_70b,0.9,0.94,0.92
replication/llama_70b,0.84,0.86,0.85
replication/llama_70b,0.78,0.86,0.82
replication/llama_70b,0.89,0.88,0.88
replication/llama_70b,0.76,0.81,0.78
replication/llama_70b,0.81,0.84,0.83
replication/llama_70b,0.84,0.89,0.86
replication/llama_70b,0.82,0.85,0.84
replication/llama_70b,0.81,0.82,0.81
replication/llama_70b,0.86,0.86,0.86
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.85,0.78,0.81
replication/llama_70b,0.87,0.86,0.86
replication/llama_70b,0.88,0.91,0.9
replication/llama_70b,0.82,0.9,0.86
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.85,0.84,0.85
replication/llama_70b,0.81,0.84,0.82
replication/llama_70b,0.81,0.85,0.83
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.86,0.87,0.86
replication/llama_70b,0.9,0.93,0.92
replication/llama_70b,0.84,0.83,0.84
replication/llama_70b,0.81,0.82,0.81
replication/llama_70b,0.88,0.93,0.9
replication/llama_70b,0.9,0.89,0.89
replication/llama_70b,0.82,0.87,0.84
replication/llama_70b,0.88,0.88,0.88
replication/llama_70b,0.92,0.91,0.92
replication/llama_70b,0.84,0.84,0.84
replication/llama_70b,0.86,0.88,0.87
replication/llama_70b,0.88,0.91,0.9
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.91,0.92,0.91
replication/llama_70b,0.84,0.87,0.85
replication/llama_70b,0.82,0.85,0.84
replication/llama_70b,0.82,0.92,0.87
replication/llama_70b,0.93,0.89,0.91
replication/llama_70b,0.87,0.89,0.88
replication/llama_70b,0.8,0.81,0.81
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.86,0.85,0.86
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.77,0.86,0.81
replication/llama_70b,0.88,0.9,0.89
replication/llama_70b,0.9,0.89,0.89
replication/llama_70b,0.82,0.79,0.8
replication/llama_70b,0.84,0.87,0.85
replication/llama_70b,0.87,0.91,0.89
replication/llama_70b,0.79,0.85,0.82
replication/llama_70b,0.83,0.88,0.85
replication/llama_70b,0.87,0.92,0.89
replication/llama_70b,0.81,0.83,0.82
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.87,0.87,0.87
replication/llama_70b,0.86,0.9,0.88
replication/llama_70b,0.76,0.87,0.81
replication/llama_70b,0.84,0.87,0.85
replication/llama_70b,0.82,0.87,0.85
replication/llama_70b,0.76,0.85,0.81
replication/llama_70b,0.86,0.83,0.85
replication/llama_70b,0.76,0.85,0.8
replication/llama_70b,0.89,0.93,0.91
replication/llama_70b,0.91,0.93,0.92
replication/llama_70b,0.76,0.81,0.78
replication/llama_70b,0.88,0.92,0.9
replication/llama_70b,0.78,0.88,0.83
replication/llama_70b,0.83,0.86,0.85
replication/llama_70b,0.87,0.87,0.87
replication/llama_70b,0.83,0.84,0.83
replication/llama_70b,0.88,0.89,0.88
replication/llama_70b,0.91,0.95,0.93
replication/llama_70b,0.87,0.89,0.88
replication/llama_70b,0.87,0.87,0.87
replication/llama_70b,0.85,0.83,0.84
replication/llama_70b,0.8,0.86,0.83
replication/llama_70b,0.86,0.83,0.84
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.85,0.84,0.85
replication/llama_70b,0.84,0.82,0.83
replication/llama_70b,0.86,0.85,0.85
replication/llama_70b,0.76,0.89,0.82
replication/llama_70b,0.86,0.88,0.87
replication/llama_70b,0.87,0.83,0.85
replication/llama_70b,0.86,0.87,0.86
replication/llama_70b,0.83,0.86,0.84
replication/llama_70b,0.82,0.85,0.83
replication/llama_70b,0.99,0.96,0.98
replication/llama_70b,0.91,0.95,0.93
replication/llama_70b,0.78,0.84,0.81
replication/llama_70b,0.82,0.86,0.84
replication/llama_70b,0.88,0.93,0.9
replication/llama_70b,0.81,0.89,0.85
replication/llama_70b,0.81,0.9,0.86
replication/llama_70b,0.76,0.82,0.79
replication/llama_70b,0.86,0.9,0.88
replication/llama_70b,0.82,0.86,0.84
replication/llama_70b,0.85,0.85,0.85
replication/llama_70b,0.81,0.86,0.83
replication/llama_70b,0.81,0.82,0.82
replication/llama_70b,0.85,0.86,0.86
replication/llama_70b,0.84,0.9,0.87
replication/llama_70b,0.83,0.88,0.85
replication/llama_70b,0.86,0.94,0.9
replication/llama_70b,0.82,0.85,0.83
replication/llama_70b,0.79,0.84,0.82
replication/llama_70b,0.75,0.84,0.79
replication/llama_70b,0.82,0.81,0.81
replication/llama_70b,0.81,0.82,0.82
replication/llama_70b,0.84,0.87,0.85
replication/llama_70b,0.84,0.83,0.84
replication/llama_70b,0.8,0.85,0.83
replication/llama_70b,0.77,0.84,0.8
replication/llama_70b,0.83,0.89,0.86
replication/llama_70b,0.77,0.78,0.78
replication/llama_70b,0.82,0.84,0.83
replication/llama_70b,0.84,0.87,0.86
replication/llama_70b,0.88,0.93,0.9
replication/llama_70b,0.8,0.88,0.84
replication/llama_70b,0.8,0.83,0.82
replication/llama_70b,0.82,0.85,0.84
replication/llama_70b,0.92,0.92,0.92
replication/llama_70b,0.89,0.93,0.91
replication/llama_70b,0.8,0.88,0.84
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.82,0.86,0.84
replication/llama_70b,0.8,0.8,0.8
replication/llama_70b,0.89,0.91,0.9
replication/llama_70b,0.87,0.86,0.87
replication/llama_70b,0.78,0.88,0.83
replication/llama_70b,0.9,0.89,0.89
replication/llama_70b,0.79,0.85,0.82
replication/llama_70b,0.91,0.84,0.87
replication/llama_70b,0.88,0.9,0.89
replication/llama_70b,0.83,0.86,0.84
replication/llama_70b,0.78,0.85,0.82
replication/llama_70b,0.86,0.91,0.89
replication/llama_70b,0.83,0.84,0.83
replication/llama_70b,0.79,0.91,0.85
replication/llama_70b,0.87,0.84,0.86
replication/llama_70b,0.8,0.83,0.81
replication/llama_70b,0.8,0.87,0.83
replication/llama_70b,0.88,0.88,0.88
replication/llama_70b,0.8,0.86,0.83
replication/llama_70b,0.88,0.9,0.89
replication/llama_70b,0.87,0.89,0.88
replication/llama_70b,0.94,0.91,0.93
replication/llama_70b,0.84,0.81,0.83
replication/llama_70b,0.85,0.87,0.86
replication/llama_70b,0.85,0.84,0.85
replication/llama_70b,0.81,0.88,0.84
replication/llama_70b,0.91,0.92,0.92
replication/llama_70b,0.77,0.81,0.79
replication/llama_70b,0.82,0.83,0.82
replication/llama_70b,0.82,0.85,0.83
replication/llama_70b,0.83,0.86,0.85
replication/llama_70b,0.85,0.86,0.85
replication/llama_70b,0.82,0.87,0.85
replication/llama_70b,0.98,0.99,0.98
replication/llama_70b,0.77,0.87,0.82
replication/llama_70b,0.79,0.83,0.81
replication/llama_70b,0.78,0.8,0.79
replication/llama_70b,0.82,0.82,0.82
replication/llama_70b,0.85,0.86,0.86
replication/llama_70b,0.85,0.88,0.87
replication/llama_70b,0.81,0.94,0.87
replication/llama_70b,0.83,0.9,0.86
replication/llama_70b,0.9,0.94,0.92
replication/llama_70b,0.93,0.94,0.94
replication/llama_70b,0.82,0.85,0.84
replication/llama_70b,0.8,0.88,0.84
replication/llama_70b,0.88,0.89,0.89
replication/llama_70b,0.81,0.79,0.8
replication/llama_70b,0.87,0.83,0.85
replication/llama_70b,0.84,0.84,0.84
replication/llama_70b,0.82,0.83,0.83
replication/llama_70b,0.78,0.9,0.84
replication/llama_70b,0.84,0.88,0.86
replication/llama_70b,0.78,0.82,0.8
replication/llama_70b,0.83,0.91,0.87
replication/llama_70b,0.81,0.84,0.83
replication/llama_70b,0.93,0.91,0.92
replication/llama_70b,0.82,0.83,0.83
replication/llama_70b,0.85,0.84,0.84
replication/llama_70b,0.83,0.85,0.84
replication/llama_70b,0.83,0.89,0.86
replication/llama_70b,0.81,0.84,0.83
replication/llama_70b,0.85,0.9,0.88
replication/llama_70b,0.82,0.89,0.86
